,tile_id,accepted_number_of_marks
1923,SWC0550_4_3,0
1924,SWC0554_1_1,1
1925,SWC0554_1_2,0
1926,SWC0554_1_3,0
1927,SWC0554_2_1,0
1928,SWC0554_2_2,0
1929,SWC0554_2_3,0
1930,SWC0554_3_1,0
1931,SWC0554_3_2,0
1932,SWC0554_3_3,0
1933,SWC0554_4_1,0
1934,SWC0554_4_2,0
1935,SWC0554_4_3,0
1936,SWC0568_1_1,2
1937,SWC0568_1_2,0
1938,SWC0568_1_3,0
1939,SWC0568_2_1,1
1940,SWC0568_2_2,0
1941,SWC0568_2_3,0
1942,SWC0568_3_1,6
1943,SWC0568_3_2,1
1944,SWC0568_3_3,0
1945,SWC0568_4_1,7
1946,SWC0568_4_2,1
1947,SWC0568_4_3,0
1948,SWC0571_1_1,0
1949,SWC0571_1_2,0
1950,SWC0571_1_3,0
1951,SWC0571_2_1,0
1952,SWC0571_2_2,0
1953,SWC0571_2_3,0
1954,SWC0571_3_1,2
1955,SWC0571_3_2,4
1956,SWC0571_3_3,0
1957,SWC0571_4_1,2
1958,SWC0571_4_2,1
1959,SWC0571_4_3,4
1960,SWC0572_1_1,0
1961,SWC0572_1_2,0
1962,SWC0572_1_3,0
1963,SWC0572_2_1,0
1964,SWC0572_2_2,0
1965,SWC0572_2_3,1
1966,SWC0572_3_1,1
1967,SWC0572_3_2,0
1968,SWC0572_3_3,0
1969,SWC0572_4_1,1
1970,SWC0572_4_2,27
1971,SWC0572_4_3,6
1972,SWC0573_1_1,0
1973,SWC0573_1_2,0
1974,SWC0573_1_3,0
1975,SWC0573_2_1,0
1976,SWC0573_2_2,0
1977,SWC0573_2_3,0
1978,SWC0573_3_1,0
1979,SWC0573_3_2,1
1980,SWC0573_3_3,1
1981,SWC0573_4_1,0
1982,SWC0573_4_2,1
1983,SWC0573_4_3,0
1984,SWC0574_1_1,1
1985,SWC0574_1_2,1
1986,SWC0574_1_3,1
1987,SWC0574_2_1,0
1988,SWC0574_2_2,20
1989,SWC0574_2_3,8
1990,SWC0574_3_1,0
1991,SWC0574_3_2,1
1992,SWC0574_3_3,11
1993,SWC0574_4_1,9
1994,SWC0574_4_2,0
1995,SWC0574_4_3,8
1996,SWC0575_1_1,0
1997,SWC0575_1_2,0
1998,SWC0575_1_3,2
1999,SWC0575_2_1,0
2000,SWC0575_2_2,2
2001,SWC0575_2_3,0
2002,SWC0575_3_1,0
2003,SWC0575_3_2,1
2004,SWC0575_3_3,0
2005,SWC0575_4_1,0
2006,SWC0575_4_2,6
2007,SWC0575_4_3,0
2008,SWC0576_1_1,0
2009,SWC0576_1_2,0
2010,SWC0576_1_3,1
2011,SWC0576_2_1,0
2012,SWC0576_2_2,0
2013,SWC0576_2_3,0
2014,SWC0576_3_1,1
2015,SWC0576_3_2,0
2016,SWC0576_3_3,0
2017,SWC0576_4_1,0
2018,SWC0576_4_2,2
2019,SWC0576_4_3,0
2020,SWC0577_1_1,0
2021,SWC0577_1_2,0
2022,SWC0577_1_3,1
2023,SWC0577_2_1,0
2024,SWC0577_2_2,0
2025,SWC0577_2_3,1
2026,SWC0577_3_1,0
2027,SWC0577_3_2,0
2028,SWC0577_3_3,0
2029,SWC0577_4_1,0
2030,SWC0577_4_2,0
2031,SWC0577_4_3,0
2032,SWC0578_1_1,0
2033,SWC0578_1_2,0
2034,SWC0578_1_3,0
2035,SWC0578_2_1,0
2036,SWC0578_2_2,1
2037,SWC0578_2_3,0
2038,SWC0578_3_1,1
2039,SWC0578_3_2,1
2040,SWC0578_3_3,0
2041,SWC0578_4_1,0
2042,SWC0578_4_2,1
2043,SWC0578_4_3,1
2044,SWC0589_1_1,9
2045,SWC0589_1_2,0
2046,SWC0589_1_3,0
2047,SWC0589_2_1,2
2048,SWC0589_2_2,5
2049,SWC0589_2_3,10
2050,SWC0589_3_1,0
2051,SWC0589_3_2,0
2052,SWC0589_3_3,4
2053,SWC0589_4_1,0
2054,SWC0589_4_2,0
2055,SWC0589_4_3,0
2056,SWC0600_1_1,2
2057,SWC0600_1_2,2
2058,SWC0600_1_3,6
2059,SWC0600_2_1,1
2060,SWC0600_2_2,4
2061,SWC0600_2_3,1
2062,SWC0600_3_1,2
2063,SWC0600_3_2,3
2064,SWC0600_3_3,1
2065,SWC0600_4_1,0
2066,SWC0600_4_2,0
2067,SWC0600_4_3,2
2068,SWC0601_1_1,0
2069,SWC0601_1_2,0
2070,SWC0601_1_3,0
2071,SWC0601_2_1,0
2072,SWC0601_2_2,0
2073,SWC0601_2_3,0
2074,SWC0601_3_1,0
2075,SWC0601_3_2,0
2076,SWC0601_3_3,0
2077,SWC0601_4_1,18
2078,SWC0601_4_2,0
2079,SWC0601_4_3,0
2080,SWC0602_1_1,9
2081,SWC0602_1_2,16
2082,SWC0602_1_3,4
2083,SWC0602_2_1,9
2084,SWC0602_2_2,7
2085,SWC0602_2_3,0
2086,SWC0602_3_1,13
2087,SWC0602_3_2,5
2088,SWC0602_3_3,0
2089,SWC0602_4_1,23
2090,SWC0602_4_2,2
2091,SWC0602_4_3,0
2092,SWC0603_1_1,0
2093,SWC0603_1_2,1
2094,SWC0603_1_3,0
2095,SWC0603_2_1,1
2096,SWC0603_2_2,3
2097,SWC0603_2_3,0
2098,SWC0603_3_1,9
2099,SWC0603_3_2,31
2100,SWC0603_3_3,3
2101,SWC0603_4_1,3
2102,SWC0603_4_2,2
2103,SWC0603_4_3,17
2104,SWC0604_1_1,0
2105,SWC0604_1_2,0
2106,SWC0604_1_3,0
2107,SWC0604_2_1,0
2108,SWC0604_2_2,10
2109,SWC0604_2_3,1
2110,SWC0604_3_1,0
2111,SWC0604_3_2,0
2112,SWC0604_3_3,0
2113,SWC0604_4_1,0
2114,SWC0604_4_2,0
2115,SWC0604_4_3,0
2116,SWC0605_1_1,0
2117,SWC0605_1_2,1
2118,SWC0605_1_3,0
2119,SWC0605_2_1,2
2120,SWC0605_2_2,0
2121,SWC0605_2_3,0
2122,SWC0605_3_1,2
2123,SWC0605_3_2,9
2124,SWC0605_3_3,0
2125,SWC0605_4_1,9
2126,SWC0605_4_2,3
2127,SWC0605_4_3,0
2128,SWC0606_1_1,0
2129,SWC0606_1_2,0
2130,SWC0606_1_3,1
2131,SWC0606_2_1,29
2132,SWC0606_2_2,0
2133,SWC0606_2_3,0
2134,SWC0606_3_1,6
2135,SWC0606_3_2,0
2136,SWC0606_3_3,1
2137,SWC0606_4_1,1
2138,SWC0606_4_2,1
2139,SWC0606_4_3,0
2140,SWC0607_1_1,5
2141,SWC0607_1_2,0
2142,SWC0607_1_3,0
2143,SWC0607_2_1,0
2144,SWC0607_2_2,0
2145,SWC0607_2_3,0
2146,SWC0607_3_1,0
2147,SWC0607_3_2,0
2148,SWC0607_3_3,0
2149,SWC0607_4_1,0
2150,SWC0607_4_2,0
2151,SWC0607_4_3,0
2152,SWC0612_1_1,0
2153,SWC0612_1_2,0
2154,SWC0612_1_3,2
2155,SWC0612_2_1,0
2156,SWC0612_2_2,0
2157,SWC0612_2_3,0
2158,SWC0612_3_1,0
2159,SWC0612_3_2,0
2160,SWC0612_3_3,0
2161,SWC0612_4_1,0
2162,SWC0612_4_2,0
2163,SWC0612_4_3,0
2164,SWC0613_1_1,0
2165,SWC0613_1_2,1
2166,SWC0613_1_3,0
2167,SWC0613_2_1,1
2168,SWC0613_2_2,0
2169,SWC0613_2_3,0
2170,SWC0613_3_1,0
2171,SWC0613_3_2,0
2172,SWC0613_3_3,0
2173,SWC0613_4_1,0
2174,SWC0613_4_2,0
2175,SWC0613_4_3,0
2176,SWC0619_1_1,0
2177,SWC0619_1_2,0
2178,SWC0619_1_3,0
2179,SWC0619_2_1,0
2180,SWC0619_2_2,0
2181,SWC0619_2_3,0
2182,SWC0619_3_1,0
2183,SWC0619_3_2,0
2184,SWC0619_3_3,0
2185,SWC0619_4_1,0
2186,SWC0619_4_2,0
2187,SWC0619_4_3,2
2188,SWC0624_1_1,0
2189,SWC0624_1_2,0
2190,SWC0624_1_3,0
2191,SWC0624_2_1,0
2192,SWC0624_2_2,0
2193,SWC0624_2_3,0
2194,SWC0624_3_1,0
2195,SWC0624_3_2,0
2196,SWC0624_3_3,0
2197,SWC0624_4_1,4
2198,SWC0624_4_2,0
2199,SWC0624_4_3,0
2200,SWC0629_1_1,0
2201,SWC0629_1_2,2
2202,SWC0629_1_3,2
2203,SWC0629_2_1,0
2204,SWC0629_2_2,0
2205,SWC0629_2_3,0
2206,SWC0629_3_1,0
2207,SWC0629_3_2,0
2208,SWC0629_3_3,2
2209,SWC0629_4_1,0
2210,SWC0629_4_2,1
2211,SWC0629_4_3,1
2212,SWC0630_1_1,0
2213,SWC0630_1_2,0
2214,SWC0630_1_3,0
2215,SWC0630_2_1,0
2216,SWC0630_2_2,0
2217,SWC0630_2_3,0
2218,SWC0630_3_1,0
2219,SWC0630_3_2,1
2220,SWC0630_3_3,0
2221,SWC0630_4_1,0
2222,SWC0630_4_2,0
2223,SWC0630_4_3,0
2224,SWC0642_1_1,0
2225,SWC0642_1_2,0
2226,SWC0642_1_3,0
2227,SWC0642_2_1,0
2228,SWC0642_2_2,0
2229,SWC0642_2_3,0
2230,SWC0642_3_1,0
2231,SWC0642_3_2,0
2232,SWC0642_3_3,0
2233,SWC0642_4_1,0
2234,SWC0642_4_2,2
2235,SWC0642_4_3,0
2236,SWC0643_1_1,3
2237,SWC0643_1_2,3
2238,SWC0643_1_3,0
2239,SWC0643_2_1,5
2240,SWC0643_2_2,4
2241,SWC0643_2_3,1
2242,SWC0643_3_1,13
2243,SWC0643_3_2,8
2244,SWC0643_3_3,22
2245,SWC0643_4_1,6
2246,SWC0643_4_2,16
2247,SWC0643_4_3,9
2248,SWC0649_1_1,0
2249,SWC0649_1_2,0
2250,SWC0649_1_3,0
2251,SWC0649_2_1,2
2252,SWC0649_2_2,0
2253,SWC0649_2_3,0
2254,SWC0649_3_1,3
2255,SWC0649_3_2,0
2256,SWC0649_3_3,0
2257,SWC0649_4_1,0
2258,SWC0649_4_2,0
2259,SWC0673_2_1,0
2260,SWC0673_2_2,2
2261,SWC0673_2_3,1
2262,SWC0673_3_1,0
2263,SWC0673_3_2,0
2264,SWC0673_3_3,0
2265,SWC0673_4_1,1
2266,SWC0673_4_2,0
2267,SWC0673_4_3,2
2268,SWC0674_1_1,2
2269,SWC0674_1_2,3
2270,SWC0674_1_3,13
2271,SWC0674_2_1,1
2272,SWC0674_2_2,3
2273,SWC0674_2_3,1
2274,SWC0674_3_1,1
2275,SWC0674_3_2,3
2276,SWC0674_3_3,3
2277,SWC0674_4_1,3
2278,SWC0674_4_2,2
2279,SWC0674_4_3,7
2280,SWC0675_1_1,0
2281,SWC0675_1_2,2
2282,SWC0675_1_3,0
2283,SWC0675_2_1,2
2284,SWC0675_2_2,4
2285,SWC0675_2_3,1
2286,SWC0675_3_1,0
2287,SWC0675_3_2,0
2288,SWC0675_3_3,0
2289,SWC0675_4_1,6
2290,SWC0675_4_2,5
2291,SWC0675_4_3,0
2292,SWC0676_1_1,2
2293,SWC0676_1_2,0
2294,SWC0676_1_3,0
2295,SWC0676_2_1,1
2296,SWC0676_2_2,0
2297,SWC0676_2_3,0
2298,SWC0676_3_1,4
2299,SWC0676_3_2,0
2300,SWC0676_3_3,0
2301,SWC0676_4_1,3
2302,SWC0676_4_2,0
2303,SWC0676_4_3,0
2304,SWC0677_1_1,1
2305,SWC0677_1_2,1
2306,SWC0677_1_3,1
2307,SWC0677_2_1,3
2308,SWC0677_2_2,0
2309,SWC0677_2_3,0
2310,SWC0677_3_1,4
2311,SWC0677_3_2,10
2312,SWC0677_3_3,30
2313,SWC0677_4_1,44
2314,SWC0677_4_2,43
2315,SWC0677_4_3,31
2316,SWC0678_1_1,5
2317,SWC0678_1_2,3
2318,SWC0678_1_3,0
2319,SWC0678_2_1,1
2320,SWC0678_2_2,2
2321,SWC0678_2_3,5
2322,SWC0678_3_1,2
2323,SWC0678_3_2,0
2324,SWC0678_3_3,3
2325,SWC0678_4_1,2
2326,SWC0678_4_2,8
2327,SWC0678_4_3,3
2328,SWC0679_1_1,12
2329,SWC0679_1_2,1
2330,SWC0679_1_3,13
2331,SWC0679_2_1,1
2332,SWC0679_2_2,3
2333,SWC0679_2_3,29
2334,SWC0679_3_1,13
2335,SWC0679_3_2,2
2336,SWC0679_3_3,8
2337,SWC0679_4_1,0
2338,SWC0679_4_2,0
2339,SWC0679_4_3,3
2340,SWC0680_1_1,5
2341,SWC0680_1_2,18
2342,SWC0680_1_3,21
2343,SWC0680_2_1,12
2344,SWC0680_2_2,11
2345,SWC0680_2_3,1
2346,SWC0680_3_1,7
2347,SWC0680_3_2,63
2348,SWC0680_3_3,14
2349,SWC0680_4_1,9
2350,SWC0680_4_2,10
2351,SWC0680_4_3,18
2352,SWC0681_1_1,1
2353,SWC0681_1_2,2
2354,SWC0681_1_3,11
2355,SWC0681_2_1,0
2356,SWC0681_2_2,11
2357,SWC0681_2_3,3
2358,SWC0681_3_1,13
2359,SWC0681_3_2,1
2360,SWC0681_3_3,20
2361,SWC0681_4_1,0
2362,SWC0681_4_2,13
2363,SWC0681_4_3,1
2364,SWC0682_1_1,0
2365,SWC0682_1_2,9
2366,SWC0682_1_3,1
2367,SWC0682_2_1,4
2368,SWC0682_2_2,15
2369,SWC0682_2_3,2
2370,SWC0682_3_1,7
2371,SWC0682_3_2,14
2372,SWC0682_3_3,11
2373,SWC0682_4_1,13
2374,SWC0682_4_2,1
2375,SWC0682_4_3,1
2376,SWC0683_1_1,2
2377,SWC0683_1_2,2
2378,SWC0683_1_3,1
2379,SWC0683_2_1,0
2380,SWC0683_2_2,0
2381,SWC0683_2_3,5
2382,SWC0683_3_1,1
2383,SWC0683_3_2,2
2384,SWC0683_3_3,0
2385,SWC0683_4_1,3
2386,SWC0683_4_2,11
2387,SWC0683_4_3,6
2388,SWC0684_1_1,2
2389,SWC0684_1_2,6
2390,SWC0684_1_3,8
2391,SWC0684_2_1,3
2392,SWC0684_2_2,0
2393,SWC0684_2_3,0
2394,SWC0684_3_1,4
2395,SWC0684_3_2,12
2396,SWC0684_3_3,2
2397,SWC0684_4_1,1
2398,SWC0684_4_2,14
2399,SWC0684_4_3,6
2400,SWC0685_1_1,20
2401,SWC0685_1_2,15
2402,SWC0685_1_3,0
2403,SWC0685_2_1,1
2404,SWC0685_2_2,2
2405,SWC0685_2_3,2
2406,SWC0685_3_1,1
2407,SWC0685_3_2,17
2408,SWC0685_3_3,1
2409,SWC0685_4_1,9
2410,SWC0685_4_2,16
2411,SWC0685_4_3,16
2412,SWC0686_1_1,0
2413,SWC0686_1_2,3
2414,SWC0686_1_3,7
2415,SWC0686_2_1,2
2416,SWC0686_2_2,2
2417,SWC0686_2_3,3
2418,SWC0686_3_1,2
2419,SWC0686_3_2,5
2420,SWC0686_3_3,1
2421,SWC0686_4_1,1
2422,SWC0686_4_2,2
2423,SWC0686_4_3,2
2424,SWC0687_1_1,0
2425,SWC0687_1_2,5
2426,SWC0687_1_3,12
2427,SWC0687_2_1,7
2428,SWC0687_2_2,3
2429,SWC0687_2_3,6
2430,SWC0687_3_1,6
2431,SWC0687_3_2,3
2432,SWC0687_3_3,16
2433,SWC0687_4_1,0
2434,SWC0687_4_2,0
2435,SWC0687_4_3,4
2436,SWC0688_1_1,1
2437,SWC0688_1_2,1
2438,SWC0688_1_3,4
2439,SWC0688_2_1,1
2440,SWC0688_2_2,7
2441,SWC0688_2_3,2
2442,SWC0688_3_1,0
2443,SWC0688_3_2,1
2444,SWC0688_3_3,0
2445,SWC0688_4_1,0
2446,SWC0688_4_2,2
2447,SWC0688_4_3,0
2448,SWC0689_1_1,6
2449,SWC0689_1_2,1
2450,SWC0689_1_3,0
2451,SWC0689_2_1,3
2452,SWC0689_2_2,0
2453,SWC0689_2_3,4
2454,SWC0689_3_1,0
2455,SWC0689_3_2,10
2456,SWC0689_3_3,4
2457,SWC0689_4_1,0
2458,SWC0689_4_2,0
2459,SWC0689_4_3,0
2460,SWC0694_1_1,19
2461,SWC0694_1_2,0
2462,SWC0694_1_3,0
2463,SWC0694_2_1,2
2464,SWC0694_2_2,15
2465,SWC0694_2_3,1
2466,SWC0694_3_1,1
2467,SWC0694_3_2,19
2468,SWC0694_3_3,33
2469,SWC0694_4_1,0
2470,SWC0694_4_2,0
2471,SWC0694_4_3,34
2472,SWC0704_1_1,0
2473,SWC0704_1_2,0
2474,SWC0704_1_3,0
2475,SWC0704_2_1,0
2476,SWC0704_2_2,1
2477,SWC0704_2_3,0
2478,SWC0704_3_1,0
2479,SWC0704_3_2,0
2480,SWC0704_3_3,0
2481,SWC0704_4_1,7
2482,SWC0704_4_2,6
2483,SWC0704_4_3,0
2484,SWC0705_1_1,0
2485,SWC0705_1_2,1
2486,SWC0705_1_3,12
2487,SWC0705_2_1,0
2488,SWC0705_2_2,4
2489,SWC0705_2_3,3
2490,SWC0705_3_1,2
2491,SWC0705_3_2,2
2492,SWC0705_3_3,1
2493,SWC0705_4_1,3
2494,SWC0705_4_2,2
2495,SWC0705_4_3,5
2496,SWC0706_1_1,1
2497,SWC0706_1_2,1
2498,SWC0706_1_3,1
2499,SWC0706_2_1,0
2500,SWC0706_2_2,0
2501,SWC0706_2_3,1
2502,SWC0706_3_1,0
2503,SWC0706_3_2,3
2504,SWC0706_3_3,0
2505,SWC0706_4_1,0
2506,SWC0706_4_2,2
2507,SWC0706_4_3,1
2508,SWC0707_1_1,0
2509,SWC0707_1_2,0
2510,SWC0707_1_3,0
2511,SWC0707_2_1,2
2512,SWC0707_2_2,0
2513,SWC0707_2_3,1
2514,SWC0707_3_1,0
2515,SWC0707_3_2,1
2516,SWC0707_3_3,0
2517,SWC0707_4_1,0
2518,SWC0707_4_2,0
2519,SWC0707_4_3,0
2520,SWC0708_1_1,0
2521,SWC0708_1_2,0
2522,SWC0708_1_3,0
2523,SWC0708_2_1,1
2524,SWC0708_2_2,1
2525,SWC0708_2_3,4
2526,SWC0708_3_1,0
2527,SWC0708_3_2,0
2528,SWC0708_3_3,0
2529,SWC0708_4_1,0
2530,SWC0708_4_2,0
2531,SWC0708_4_3,0
2532,SWC0709_1_1,0
2533,SWC0709_1_2,0
2534,SWC0709_1_3,2
2535,SWC0709_2_1,1
2536,SWC0709_2_2,0
2537,SWC0709_2_3,0
2538,SWC0709_3_1,0
2539,SWC0709_3_2,0
2540,SWC0709_3_3,0
2541,SWC0709_4_1,0
2542,SWC0709_4_2,0
2543,SWC0709_4_3,0
2544,SWC0710_1_1,3
2545,SWC0710_1_2,7
2546,SWC0710_1_3,0
2547,SWC0710_2_1,4
2548,SWC0710_2_2,41
2549,SWC0710_2_3,20
2550,SWC0710_3_1,6
2551,SWC0710_3_2,1
2552,SWC0710_3_3,0
2553,SWC0710_4_1,14
2554,SWC0710_4_2,7
2555,SWC0710_4_3,0
2556,SWC0711_1_1,1
2557,SWC0711_1_2,3
2558,SWC0711_1_3,9
2559,SWC0711_2_1,3
2560,SWC0711_2_2,1
2561,SWC0711_2_3,1
2562,SWC0711_3_1,0
2563,SWC0711_3_2,2
2564,SWC0711_3_3,5
2565,SWC0711_4_1,0
2566,SWC0711_4_2,0
2567,SWC0711_4_3,0
2568,SWC0712_1_1,2
2569,SWC0712_1_2,2
2570,SWC0712_1_3,0
2571,SWC0712_2_1,1
2572,SWC0712_2_2,0
2573,SWC0712_2_3,0
2574,SWC0712_3_1,2
2575,SWC0712_3_2,0
2576,SWC0712_3_3,0
2577,SWC0712_4_1,5
2578,SWC0712_4_2,0
2579,SWC0712_4_3,1
2580,SWC0713_1_1,6
2581,SWC0713_1_2,4
2582,SWC0713_1_3,4
2583,SWC0713_2_1,3
2584,SWC0713_2_2,7
2585,SWC0713_2_3,1
2586,SWC0713_3_1,0
2587,SWC0713_3_2,7
2588,SWC0713_3_3,16
2589,SWC0713_4_1,0
2590,SWC0713_4_2,2
2591,SWC0713_4_3,1
2592,SWC0714_1_1,5
2593,SWC0714_1_2,3
2594,SWC0714_1_3,8
2595,SWC0714_2_1,0
2596,SWC0714_2_2,2
2597,SWC0714_2_3,1
2598,SWC0714_3_1,0
2599,SWC0714_3_2,6
2600,SWC0714_3_3,4
2601,SWC0714_4_1,22
2602,SWC0714_4_2,21
2603,SWC0714_4_3,14
2604,SWC0715_1_1,1
2605,SWC0715_1_2,14
2606,SWC0715_1_3,12
2607,SWC0715_2_1,9
2608,SWC0715_2_2,2
2609,SWC0715_2_3,2
2610,SWC0715_3_1,4
2611,SWC0715_3_2,1
2612,SWC0715_3_3,2
2613,SWC0715_4_1,1
2614,SWC0715_4_2,1
2615,SWC0715_4_3,2
2616,SWC0716_1_1,0
2617,SWC0716_1_2,13
2618,SWC0716_1_3,0
2619,SWC0716_2_1,4
2620,SWC0716_2_2,28
2621,SWC0716_2_3,1
2622,SWC0716_3_1,0
2623,SWC0716_3_2,0
2624,SWC0716_3_3,0
2625,SWC0716_4_1,0
2626,SWC0716_4_2,1
2627,SWC0716_4_3,3
2628,SWC0717_1_1,0
2629,SWC0717_1_2,0
2630,SWC0717_1_3,4
2631,SWC0717_2_1,2
2632,SWC0717_2_2,1
2633,SWC0717_2_3,0
2634,SWC0717_3_1,6
2635,SWC0717_3_2,1
2636,SWC0717_3_3,0
2637,SWC0717_4_1,12
2638,SWC0717_4_2,5
2639,SWC0717_4_3,6
2640,SWC0718_1_1,1
2641,SWC0718_1_2,2
2642,SWC0718_1_3,0
2643,SWC0718_2_1,0
2644,SWC0718_2_2,0
2645,SWC0718_2_3,0
2646,SWC0718_3_1,0
2647,SWC0718_3_2,0
2648,SWC0718_3_3,0
2649,SWC0718_4_1,0
2650,SWC0718_4_2,0
2651,SWC0718_4_3,0
2652,SWC0719_1_1,11
2653,SWC0719_1_2,5
2654,SWC0719_1_3,2
2655,SWC0719_2_1,3
2656,SWC0719_2_2,21
2657,SWC0719_2_3,1
2658,SWC0719_3_1,2
2659,SWC0719_3_2,8
2660,SWC0719_3_3,3
2661,SWC0719_4_1,7
2662,SWC0719_4_2,4
2663,SWC0719_4_3,4
2664,SWC0720_1_1,0
2665,SWC0720_1_2,0
2666,SWC0720_1_3,1
2667,SWC0720_2_1,4
2668,SWC0720_2_2,2
2669,SWC0720_2_3,1
2670,SWC0720_3_1,1
2671,SWC0720_3_2,0
2672,SWC0720_3_3,11
2673,SWC0720_4_1,0
2674,SWC0720_4_2,2
2675,SWC0720_4_3,3
2676,SWC0721_1_1,0
2677,SWC0721_1_2,1
2678,SWC0721_1_3,0
2679,SWC0721_2_1,1
2680,SWC0721_2_2,0
2681,SWC0721_2_3,2
2682,SWC0721_3_1,1
2683,SWC0721_3_2,2
2684,SWC0721_3_3,4
2685,SWC0721_4_1,1
2686,SWC0721_4_2,4
2687,SWC0721_4_3,0
2688,SWC0722_1_1,1
2689,SWC0722_1_2,6
2690,SWC0722_1_3,0
2691,SWC0722_2_1,0
2692,SWC0722_2_2,2
2693,SWC0722_2_3,0
2694,SWC0722_3_1,1
2695,SWC0722_3_2,1
2696,SWC0722_3_3,2
2697,SWC0722_4_1,1
2698,SWC0722_4_2,1
2699,SWC0722_4_3,3
2700,SWC0723_1_1,0
2701,SWC0723_1_2,0
2702,SWC0723_1_3,1
2703,SWC0723_2_1,0
2704,SWC0723_2_2,2
2705,SWC0723_2_3,8
2706,SWC0723_3_1,2
2707,SWC0723_3_2,9
2708,SWC0723_3_3,9
2709,SWC0723_4_1,5
2710,SWC0723_4_2,6
2711,SWC0723_4_3,2
2712,SWC0724_1_1,0
2713,SWC0724_1_2,1
2714,SWC0724_1_3,1
2715,SWC0724_2_1,1
2716,SWC0724_2_2,1
2717,SWC0724_2_3,0
2718,SWC0724_3_1,1
2719,SWC0724_3_2,2
2720,SWC0724_3_3,0
2721,SWC0724_4_1,0
2722,SWC0724_4_2,0
2723,SWC0724_4_3,1
2724,SWC0725_1_1,0
2725,SWC0725_1_2,0
2726,SWC0725_1_3,0
2727,SWC0725_2_1,1
2728,SWC0725_2_2,0
2729,SWC0725_2_3,0
2730,SWC0725_3_1,1
2731,SWC0725_3_2,0
2732,SWC0725_3_3,0
2733,SWC0725_4_1,0
2734,SWC0725_4_2,0
2735,SWC0725_4_3,0
2736,SWC0726_1_1,4
2737,SWC0726_1_2,0
2738,SWC0726_1_3,3
2739,SWC0726_2_1,1
2740,SWC0726_2_2,0
2741,SWC0726_2_3,0
2742,SWC0726_3_1,0
2743,SWC0726_3_2,7
2744,SWC0726_3_3,1
2745,SWC0726_4_1,8
2746,SWC0726_4_2,2
2747,SWC0726_4_3,1
2748,SWC0727_1_1,1
2749,SWC0727_1_2,0
2750,SWC0727_1_3,0
2751,SWC0727_2_1,2
2752,SWC0727_2_2,0
2753,SWC0727_2_3,0
2754,SWC0727_3_1,0
2755,SWC0727_3_2,0
2756,SWC0727_3_3,0
2757,SWC0727_4_1,0
2758,SWC0727_4_2,0
2759,SWC0727_4_3,1
2760,SWC0737_1_1,0
2761,SWC0737_1_2,0
2762,SWC0737_1_3,1
2763,SWC0737_2_1,0
2764,SWC0737_2_2,0
2765,SWC0737_2_3,7
2766,SWC0737_3_1,0
2767,SWC0737_3_2,0
2768,SWC0737_3_3,0
2769,SWC0737_4_1,3
2770,SWC0737_4_2,0
2771,SWC0737_4_3,0
2772,SWC0740_1_1,0
2773,SWC0740_1_2,0
2774,SWC0740_1_3,1
2775,SWC0740_2_1,0
2776,SWC0740_2_2,1
2777,SWC0740_2_3,2
2778,SWC0740_3_1,1
2779,SWC0740_3_2,0
2780,SWC0740_3_3,4
2781,SWC0740_4_1,1
2782,SWC0740_4_2,0
2783,SWC0740_4_3,0
2784,SWC0746_1_1,0
2785,SWC0746_1_2,2
2786,SWC0746_1_3,2
2787,SWC0746_2_1,1
2788,SWC0746_2_2,1
2789,SWC0746_2_3,0
2790,SWC0746_3_1,2
2791,SWC0746_3_2,0
2792,SWC0746_3_3,0
2793,SWC0746_4_1,0
2794,SWC0746_4_2,0
2795,SWC0746_4_3,0
2796,SWC0754_1_1,2
2797,SWC0754_1_2,0
2798,SWC0754_1_3,0
2799,SWC0754_2_1,0
2800,SWC0754_2_2,0
2801,SWC0754_2_3,0
2802,SWC0754_3_1,0
2803,SWC0754_3_2,0
2804,SWC0754_3_3,0
2805,SWC0754_4_1,0
2806,SWC0754_4_2,0
2807,SWC0754_4_3,1
2808,SWC0755_1_1,0
2809,SWC0755_1_2,1
2810,SWC0755_1_3,0
2811,SWC0755_2_1,0
2812,SWC0755_2_2,0
2813,SWC0755_2_3,3
2814,SWC0755_3_1,0
2815,SWC0755_3_2,0
2816,SWC0755_3_3,0
2817,SWC0755_4_1,0
2818,SWC0755_4_2,1
2819,SWC0755_4_3,0
2820,SWC0756_1_1,0
2821,SWC0756_1_2,1
2822,SWC0756_1_3,1
2823,SWC0756_2_1,0
2824,SWC0756_2_2,0
2825,SWC0756_2_3,0
2826,SWC0756_3_1,0
2827,SWC0756_3_2,0
2828,SWC0756_3_3,0
2829,SWC0756_4_1,0
2830,SWC0756_4_2,0
2831,SWC0756_4_3,0
2832,SWC0757_1_1,0
2833,SWC0757_1_2,3
2834,SWC0757_1_3,0
2835,SWC0757_2_1,0
2836,SWC0757_2_2,0
2837,SWC0757_2_3,1
2838,SWC0757_3_1,0
2839,SWC0757_3_2,1
2840,SWC0757_3_3,0
2841,SWC0757_4_1,0
2842,SWC0757_4_2,0
2843,SWC0757_4_3,0
2844,SWC0758_1_1,0
2845,SWC0758_1_2,0
2846,SWC0758_1_3,1
2847,SWC0758_2_1,0
2848,SWC0758_2_2,0
2849,SWC0758_2_3,0
2850,SWC0758_3_1,0
2851,SWC0758_3_2,0
2852,SWC0758_3_3,0
2853,SWC0758_4_1,0
2854,SWC0758_4_2,0
