,tile_id,accepted_number_of_marks
991,SWC0201_3_3,0
992,SWC0201_4_1,0
993,SWC0201_4_2,3
994,SWC0201_4_3,0
995,SWC0202_1_1,0
996,SWC0202_1_2,0
997,SWC0202_1_3,0
998,SWC0202_2_1,1
999,SWC0202_2_2,3
1000,SWC0202_2_3,2
1001,SWC0202_3_1,1
1002,SWC0202_3_2,12
1003,SWC0202_3_3,5
1004,SWC0202_4_1,4
1005,SWC0202_4_2,7
1006,SWC0202_4_3,6
1007,SWC0203_1_1,0
1008,SWC0203_1_2,0
1009,SWC0203_1_3,0
1010,SWC0203_2_1,12
1011,SWC0203_2_2,8
1012,SWC0203_2_3,0
1013,SWC0203_3_1,0
1014,SWC0203_3_2,10
1015,SWC0203_3_3,7
1016,SWC0203_4_1,16
1017,SWC0204_2_3,2
1018,SWC0204_3_1,0
1019,SWC0204_3_2,0
1020,SWC0204_3_3,3
1021,SWC0204_4_1,0
1022,SWC0204_4_2,0
1023,SWC0204_4_3,7
1024,SWC0206_1_1,1
1025,SWC0206_1_2,0
1026,SWC0206_1_3,0
1027,SWC0206_2_1,3
1028,SWC0206_2_2,0
1029,SWC0206_2_3,0
1030,SWC0206_3_1,9
1031,SWC0206_3_2,9
1032,SWC0206_3_3,0
1033,SWC0206_4_1,0
1034,SWC0206_4_2,0
1035,SWC0206_4_3,0
1036,SWC0207_1_1,1
1037,SWC0207_1_2,0
1038,SWC0207_1_3,0
1039,SWC0207_2_1,6
1040,SWC0207_2_2,0
1041,SWC0207_2_3,0
1042,SWC0207_3_1,0
1043,SWC0207_3_2,0
1044,SWC0207_3_3,0
1045,SWC0207_4_1,0
1046,SWC0207_4_2,0
1047,SWC0207_4_3,0
1048,SWC0208_1_1,0
1049,SWC0208_1_2,0
1050,SWC0208_1_3,0
1051,SWC0208_2_1,0
1052,SWC0208_2_2,0
1053,SWC0208_2_3,0
1054,SWC0208_3_1,0
1055,SWC0208_3_2,0
1056,SWC0208_3_3,1
1057,SWC0208_4_1,1
1058,SWC0208_4_2,0
1059,SWC0208_4_3,1
1060,SWC0209_1_1,4
1061,SWC0209_1_2,0
1062,SWC0209_1_3,5
1063,SWC0209_2_1,0
1064,SWC0209_2_2,1
1065,SWC0209_2_3,0
1066,SWC0209_3_1,2
1067,SWC0209_3_2,0
1068,SWC0209_3_3,0
1069,SWC0209_4_1,0
1070,SWC0209_4_2,0
1071,SWC0209_4_3,0
1072,SWC0210_1_1,2
1073,SWC0210_1_2,1
1074,SWC0210_1_3,6
1075,SWC0210_2_1,0
1076,SWC0210_2_2,19
1077,SWC0210_2_3,19
1078,SWC0210_3_1,10
1079,SWC0210_3_2,26
1080,SWC0210_3_3,10
1081,SWC0210_4_1,0
1082,SWC0210_4_2,13
1083,SWC0210_4_3,8
1084,SWC0211_1_1,6
1085,SWC0211_1_2,6
1086,SWC0211_1_3,14
1087,SWC0211_2_1,27
1088,SWC0211_2_2,6
1089,SWC0211_2_3,14
1090,SWC0211_3_1,10
1091,SWC0211_3_2,10
1092,SWC0211_3_3,5
1093,SWC0211_4_1,9
1094,SWC0211_4_2,9
1095,SWC0211_4_3,3
1096,SWC0214_1_1,3
1097,SWC0214_1_2,1
1098,SWC0214_1_3,7
1099,SWC0214_2_1,0
1100,SWC0214_2_2,0
1101,SWC0214_2_3,2
1102,SWC0214_3_1,0
1103,SWC0214_3_2,3
1104,SWC0214_3_3,3
1105,SWC0214_4_1,3
1106,SWC0214_4_2,7
1107,SWC0214_4_3,5
1108,SWC0215_1_1,0
1109,SWC0215_1_2,0
1110,SWC0215_1_3,1
1111,SWC0215_2_1,12
1112,SWC0215_2_2,6
1113,SWC0215_2_3,0
1114,SWC0215_3_1,11
1115,SWC0215_3_2,16
1116,SWC0215_3_3,2
1117,SWC0215_4_1,4
1118,SWC0215_4_2,9
1119,SWC0215_4_3,3
1120,SWC0216_1_1,7
1121,SWC0216_1_2,10
1122,SWC0216_1_3,48
1123,SWC0216_2_1,4
1124,SWC0216_2_2,7
1125,SWC0216_2_3,9
1126,SWC0216_3_1,6
1127,SWC0216_3_2,1
1128,SWC0216_3_3,4
1129,SWC0216_4_1,0
1130,SWC0216_4_2,0
1131,SWC0216_4_3,0
1132,SWC0218_1_1,0
1133,SWC0218_1_2,1
1134,SWC0218_1_3,0
1135,SWC0218_2_1,0
1136,SWC0218_2_2,6
1137,SWC0218_2_3,1
1138,SWC0218_3_1,2
1139,SWC0218_3_2,0
1140,SWC0218_3_3,0
1141,SWC0218_4_1,0
1142,SWC0218_4_2,0
1143,SWC0218_4_3,0
1144,SWC0219_1_1,6
1145,SWC0219_1_2,4
1146,SWC0219_1_3,1
1147,SWC0219_2_1,0
1148,SWC0219_2_2,2
1149,SWC0219_2_3,0
1150,SWC0219_3_1,0
1151,SWC0219_3_2,0
1152,SWC0219_3_3,4
1153,SWC0219_4_1,4
1154,SWC0219_4_2,0
1155,SWC0219_4_3,8
1156,SWC0220_1_1,4
1157,SWC0220_1_2,0
1158,SWC0220_1_3,0
1159,SWC0220_2_1,14
1160,SWC0220_2_2,0
1161,SWC0220_2_3,1
1162,SWC0220_3_1,23
1163,SWC0220_3_2,5
1164,SWC0220_3_3,0
1165,SWC0220_4_1,10
1166,SWC0220_4_2,4
1167,SWC0220_4_3,0
1168,SWC0221_1_1,4
1169,SWC0221_1_2,3
1170,SWC0221_1_3,1
1171,SWC0221_2_1,3
1172,SWC0221_2_2,2
1173,SWC0221_2_3,1
1174,SWC0221_3_1,0
1175,SWC0221_3_2,0
1176,SWC0221_3_3,0
1177,SWC0221_4_1,0
1178,SWC0221_4_2,0
1179,SWC0221_4_3,0
1180,SWC0222_1_1,6
1181,SWC0222_1_2,2
1182,SWC0222_1_3,0
1183,SWC0222_2_1,0
1184,SWC0222_2_2,2
1185,SWC0222_2_3,0
1186,SWC0222_3_1,0
1187,SWC0222_3_2,5
1188,SWC0222_3_3,1
1189,SWC0222_4_1,1
1190,SWC0222_4_2,0
1191,SWC0222_4_3,0
1192,SWC0223_1_1,0
1193,SWC0223_1_2,0
1194,SWC0223_1_3,0
1195,SWC0223_2_1,0
1196,SWC0223_2_2,1
1197,SWC0223_2_3,0
1198,SWC0223_3_1,0
1199,SWC0223_3_2,0
1200,SWC0223_3_3,0
1201,SWC0223_4_1,4
1202,SWC0223_4_2,0
1203,SWC0223_4_3,0
1204,SWC0224_1_1,1
1205,SWC0224_1_2,0
1206,SWC0224_1_3,0
1207,SWC0224_2_1,0
1208,SWC0224_2_2,0
1209,SWC0224_2_3,0
1210,SWC0224_3_1,3
1211,SWC0224_3_2,2
1212,SWC0224_3_3,0
1213,SWC0224_4_1,0
1214,SWC0224_4_2,7
1215,SWC0224_4_3,0
1216,SWC0225_1_1,1
1217,SWC0225_1_2,6
1218,SWC0225_1_3,2
1219,SWC0225_2_1,0
1220,SWC0225_2_2,2
1221,SWC0225_2_3,0
1222,SWC0225_3_1,4
1223,SWC0225_3_2,10
1224,SWC0225_3_3,0
1225,SWC0225_4_1,5
1226,SWC0225_4_2,7
1227,SWC0225_4_3,2
1228,SWC0226_1_1,0
1229,SWC0226_1_2,0
1230,SWC0226_1_3,0
1231,SWC0226_2_1,2
1232,SWC0226_2_2,0
1233,SWC0226_2_3,1
1234,SWC0226_3_1,0
1235,SWC0226_3_2,3
1236,SWC0226_3_3,0
1237,SWC0226_4_1,0
1238,SWC0226_4_2,3
1239,SWC0226_4_3,1
1240,SWC0227_1_1,2
1241,SWC0227_1_2,3
1242,SWC0227_1_3,4
1243,SWC0227_2_1,0
1244,SWC0227_2_2,0
1245,SWC0227_2_3,5
1246,SWC0227_3_1,0
1247,SWC0227_3_2,0
1248,SWC0227_3_3,0
1249,SWC0227_4_1,0
1250,SWC0227_4_2,2
1251,SWC0227_4_3,10
1252,SWC0228_1_1,0
1253,SWC0228_1_2,0
1254,SWC0228_1_3,0
1255,SWC0228_2_1,9
1256,SWC0228_2_2,1
1257,SWC0228_2_3,1
1258,SWC0228_3_1,0
1259,SWC0228_3_2,0
1260,SWC0228_3_3,0
1261,SWC0228_4_1,0
1262,SWC0228_4_2,0
1263,SWC0228_4_3,0
1264,SWC0231_1_1,2
1265,SWC0231_1_2,0
1266,SWC0231_1_3,1
1267,SWC0231_2_1,1
1268,SWC0231_2_2,2
1269,SWC0231_2_3,0
1270,SWC0231_3_1,1
1271,SWC0231_3_2,1
1272,SWC0231_3_3,0
1273,SWC0231_4_1,2
1274,SWC0231_4_2,5
1275,SWC0231_4_3,6
1276,SWC0232_1_1,0
1277,SWC0232_1_2,0
1278,SWC0232_1_3,0
1279,SWC0232_2_1,0
1280,SWC0232_2_2,0
1281,SWC0232_2_3,0
1282,SWC0232_3_1,0
1283,SWC0232_3_2,0
1284,SWC0232_3_3,2
1285,SWC0232_4_1,0
1286,SWC0232_4_2,0
1287,SWC0232_4_3,3
1288,SWC0234_1_1,0
1289,SWC0234_1_2,0
1290,SWC0234_1_3,1
1291,SWC0234_2_1,1
1292,SWC0234_2_2,1
1293,SWC0234_2_3,0
1294,SWC0234_3_1,0
1295,SWC0234_3_2,1
1296,SWC0234_3_3,0
1297,SWC0234_4_1,0
1298,SWC0234_4_2,1
1299,SWC0234_4_3,0
1300,SWC0235_1_1,2
1301,SWC0235_1_2,0
1302,SWC0235_1_3,0
1303,SWC0235_2_1,0
1304,SWC0235_2_2,0
1305,SWC0235_2_3,0
1306,SWC0235_3_1,2
1307,SWC0235_3_2,0
1308,SWC0235_3_3,0
1309,SWC0235_4_1,2
1310,SWC0235_4_2,0
1311,SWC0235_4_3,0
1312,SWC0236_1_1,0
1313,SWC0236_1_2,2
1314,SWC0236_1_3,0
1315,SWC0236_2_1,0
1316,SWC0236_2_2,7
1317,SWC0236_2_3,0
1318,SWC0236_3_1,0
1319,SWC0236_3_2,0
1320,SWC0236_3_3,4
1321,SWC0236_4_1,0
1322,SWC0236_4_2,0
1323,SWC0236_4_3,0
1324,SWC0238_1_1,0
1325,SWC0238_1_2,1
1326,SWC0238_1_3,4
1327,SWC0238_2_1,0
1328,SWC0238_2_2,1
1329,SWC0238_2_3,5
1330,SWC0238_3_1,2
1331,SWC0238_3_2,9
1332,SWC0238_3_3,9
1333,SWC0238_4_1,4
1334,SWC0238_4_2,10
1335,SWC0238_4_3,7
1336,SWC0239_1_1,0
1337,SWC0239_1_2,2
1338,SWC0239_1_3,10
1339,SWC0239_2_1,8
1340,SWC0239_2_2,7
1341,SWC0239_2_3,0
1342,SWC0239_3_1,8
1343,SWC0239_3_2,4
1344,SWC0239_3_3,5
1345,SWC0239_4_1,0
1346,SWC0239_4_2,0
1347,SWC0239_4_3,2
1348,SWC0240_1_1,7
1349,SWC0240_1_2,5
1350,SWC0240_1_3,1
1351,SWC0240_2_1,17
1352,SWC0240_2_2,8
1353,SWC0240_2_3,1
1354,SWC0240_3_1,4
1355,SWC0240_3_2,0
1356,SWC0240_3_3,0
1357,SWC0240_4_1,2
1358,SWC0240_4_2,0
1359,SWC0240_4_3,0
1360,SWC0241_1_1,0
1361,SWC0241_1_2,0
1362,SWC0241_1_3,0
1363,SWC0241_2_1,0
1364,SWC0241_2_2,0
1365,SWC0241_2_3,0
1366,SWC0241_3_1,1
1367,SWC0241_3_2,2
1368,SWC0241_3_3,1
1369,SWC0241_4_1,0
1370,SWC0241_4_2,3
1371,SWC0241_4_3,0
1372,SWC0242_1_1,0
1373,SWC0242_1_2,0
1374,SWC0242_1_3,0
1375,SWC0242_2_1,0
1376,SWC0242_2_2,1
1377,SWC0242_2_3,0
1378,SWC0242_3_1,0
1379,SWC0242_3_2,0
1380,SWC0242_3_3,1
1381,SWC0242_4_1,0
1382,SWC0242_4_2,0
1383,SWC0242_4_3,0
1384,SWC0244_1_1,0
1385,SWC0244_1_2,0
1386,SWC0244_1_3,2
1387,SWC0244_2_1,0
1388,SWC0244_2_2,0
1389,SWC0244_2_3,1
1390,SWC0244_3_1,6
1391,SWC0244_3_2,3
1392,SWC0244_3_3,1
1393,SWC0244_4_1,3
1394,SWC0244_4_2,0
1395,SWC0244_4_3,0
1396,SWC0245_1_1,1
1397,SWC0245_1_2,3
1398,SWC0245_1_3,0
1399,SWC0245_2_1,0
1400,SWC0245_2_2,0
1401,SWC0245_2_3,0
1402,SWC0245_3_1,0
1403,SWC0245_3_2,0
1404,SWC0245_3_3,0
1405,SWC0245_4_1,0
1406,SWC0245_4_2,0
1407,SWC0245_4_3,0
1408,SWC0246_1_1,13
1409,SWC0246_1_2,4
1410,SWC0246_1_3,0
1411,SWC0246_2_1,0
1412,SWC0246_2_2,2
1413,SWC0246_2_3,0
1414,SWC0246_3_1,0
1415,SWC0246_3_2,1
1416,SWC0246_3_3,0
1417,SWC0246_4_1,3
1418,SWC0246_4_2,0
1419,SWC0246_4_3,0
1420,SWC0248_1_1,5
1421,SWC0248_1_2,5
1422,SWC0248_1_3,3
1423,SWC0248_2_1,9
1424,SWC0248_2_2,2
1425,SWC0248_2_3,0
1426,SWC0248_3_1,9
1427,SWC0248_3_2,0
1428,SWC0248_3_3,0
1429,SWC0248_4_1,0
1430,SWC0248_4_2,0
1431,SWC0248_4_3,0
1432,SWC0249_1_1,0
1433,SWC0249_1_2,0
1434,SWC0249_1_3,0
1435,SWC0249_2_1,0
1436,SWC0249_2_2,0
1437,SWC0249_2_3,0
1438,SWC0249_3_1,4
1439,SWC0249_3_2,0
1440,SWC0249_3_3,0
1441,SWC0249_4_1,1
1442,SWC0249_4_2,0
1443,SWC0249_4_3,5
1444,SWC0253_1_1,0
1445,SWC0253_1_2,3
1446,SWC0253_1_3,0
1447,SWC0253_2_1,0
1448,SWC0253_2_2,0
1449,SWC0253_2_3,0
1450,SWC0253_3_1,0
1451,SWC0253_3_2,0
1452,SWC0253_3_3,0
1453,SWC0253_4_1,5
1454,SWC0253_4_2,1
1455,SWC0253_4_3,0
1456,SWC0256_1_1,0
1457,SWC0256_1_2,4
1458,SWC0256_1_3,0
1459,SWC0256_2_1,0
1460,SWC0256_2_2,0
1461,SWC0256_2_3,0
1462,SWC0256_3_1,0
1463,SWC0256_3_2,0
1464,SWC0256_3_3,0
1465,SWC0256_4_1,1
1466,SWC0256_4_2,0
1467,SWC0256_4_3,0
1468,SWC0257_1_1,0
1469,SWC0257_1_2,0
1470,SWC0257_1_3,0
1471,SWC0257_2_1,5
1472,SWC0257_2_2,0
1473,SWC0257_2_3,0
1474,SWC0257_3_1,5
1475,SWC0257_3_2,1
1476,SWC0257_3_3,2
1477,SWC0257_4_1,0
1478,SWC0257_4_2,0
1479,SWC0257_4_3,0
1480,SWC0258_1_1,8
1481,SWC0258_1_2,6
1482,SWC0258_1_3,5
1483,SWC0258_2_1,0
1484,SWC0258_2_2,2
1485,SWC0258_2_3,3
1486,SWC0258_3_1,1
1487,SWC0258_3_2,0
1488,SWC0258_3_3,0
1489,SWC0258_4_1,0
1490,SWC0258_4_2,0
1491,SWC0258_4_3,0
1492,SWC0262_1_1,12
1493,SWC0262_1_2,0
1494,SWC0262_1_3,2
1495,SWC0262_2_1,2
1496,SWC0262_2_2,0
1497,SWC0262_2_3,0
1498,SWC0262_3_1,0
1499,SWC0262_3_2,1
1500,SWC0262_3_3,0
1501,SWC0262_4_1,2
1502,SWC0262_4_2,2
1503,SWC0262_4_3,14
1504,SWC0266_1_1,2
1505,SWC0266_1_2,1
1506,SWC0266_1_3,6
1507,SWC0266_2_1,5
1508,SWC0266_2_2,3
1509,SWC0266_2_3,5
1510,SWC0266_3_1,0
1511,SWC0266_3_2,2
1512,SWC0266_3_3,3
1513,SWC0266_4_1,0
1514,SWC0266_4_2,2
1515,SWC0266_4_3,2
1516,SWC0267_1_1,0
1517,SWC0267_1_2,0
1518,SWC0267_1_3,0
1519,SWC0267_2_1,0
1520,SWC0267_2_2,0
1521,SWC0267_2_3,0
1522,SWC0267_3_1,0
1523,SWC0267_3_2,0
1524,SWC0267_3_3,0
1525,SWC0267_4_1,0
1526,SWC0267_4_2,0
1527,SWC0267_4_3,0
1528,SWC0268_1_1,0
1529,SWC0268_1_2,0
1530,SWC0268_1_3,0
1531,SWC0268_2_1,0
1532,SWC0268_2_2,0
1533,SWC0268_2_3,0
1534,SWC0268_3_1,0
1535,SWC0268_3_2,2
1536,SWC0268_3_3,0
1537,SWC0268_4_1,1
1538,SWC0268_4_2,3
1539,SWC0268_4_3,0
1540,SWC0270_1_1,0
1541,SWC0270_1_2,0
1542,SWC0270_1_3,0
1543,SWC0270_2_1,0
1544,SWC0270_2_2,0
1545,SWC0270_2_3,0
1546,SWC0270_3_1,0
1547,SWC0270_3_2,0
1548,SWC0270_3_3,0
1549,SWC0270_4_1,4
1550,SWC0270_4_2,0
1551,SWC0270_4_3,0
1552,SWC0271_1_1,0
1553,SWC0271_1_2,0
1554,SWC0271_1_3,0
1555,SWC0271_2_1,1
1556,SWC0271_2_2,0
1557,SWC0271_2_3,0
1558,SWC0271_3_1,1
1559,SWC0271_3_2,0
1560,SWC0271_3_3,0
1561,SWC0271_4_1,0
1562,SWC0271_4_2,0
1563,SWC0271_4_3,0
1564,SWC0273_1_1,1
1565,SWC0273_1_2,0
1566,SWC0273_1_3,0
1567,SWC0273_2_1,4
1568,SWC0273_2_2,0
1569,SWC0273_2_3,15
1570,SWC0273_3_1,0
1571,SWC0273_3_2,3
1572,SWC0273_3_3,39
1573,SWC0273_4_1,0
1574,SWC0273_4_2,0
1575,SWC0273_4_3,3
1576,SWC0277_1_1,0
1577,SWC0277_1_2,0
1578,SWC0277_1_3,0
1579,SWC0277_2_1,2
1580,SWC0277_2_2,0
1581,SWC0277_2_3,0
1582,SWC0277_3_1,1
1583,SWC0277_3_2,0
1584,SWC0277_3_3,0
1585,SWC0277_4_1,0
1586,SWC0277_4_2,0
1587,SWC0277_4_3,0
1588,SWC0279_1_1,1
1589,SWC0279_1_2,9
1590,SWC0279_1_3,10
1591,SWC0279_2_1,11
1592,SWC0279_2_2,0
1593,SWC0279_2_3,0
1594,SWC0279_3_1,2
1595,SWC0279_3_2,5
1596,SWC0279_3_3,0
1597,SWC0279_4_1,2
1598,SWC0279_4_2,4
1599,SWC0279_4_3,1
1600,SWC0283_1_1,3
1601,SWC0283_1_2,3
1602,SWC0283_1_3,0
1603,SWC0283_2_1,3
1604,SWC0283_2_2,0
1605,SWC0283_2_3,5
1606,SWC0283_3_1,1
1607,SWC0283_3_2,0
1608,SWC0283_3_3,0
1609,SWC0283_4_1,6
1610,SWC0283_4_2,0
1611,SWC0283_4_3,0
1612,SWC0522_1_1,0
1613,SWC0522_1_2,2
1614,SWC0522_1_3,0
1615,SWC0522_2_1,0
1616,SWC0522_2_2,0
1617,SWC0522_2_3,0
1618,SWC0522_3_1,0
1619,SWC0522_3_2,0
1620,SWC0522_3_3,0
1621,SWC0522_4_1,1
1622,SWC0522_4_2,0
1623,SWC0522_4_3,1
1624,SWC0526_1_1,0
1625,SWC0526_1_2,2
1626,SWC0526_1_3,0
1627,SWC0526_2_1,0
1628,SWC0526_2_2,0
1629,SWC0526_2_3,0
1630,SWC0526_3_1,0
1631,SWC0526_3_2,0
1632,SWC0526_3_3,0
1633,SWC0526_4_1,0
1634,SWC0526_4_2,0
1635,SWC0526_4_3,0
1636,SWC0527_1_1,17
1637,SWC0527_1_2,2
1638,SWC0527_1_3,2
1639,SWC0527_2_1,33
1640,SWC0527_2_2,4
1641,SWC0527_2_3,11
1642,SWC0527_3_1,29
1643,SWC0527_3_2,18
1644,SWC0527_3_3,6
1645,SWC0527_4_1,7
1646,SWC0527_4_2,15
1647,SWC0527_4_3,0
1648,SWC0528_1_1,0
1649,SWC0528_1_2,0
1650,SWC0528_1_3,0
1651,SWC0528_2_1,1
1652,SWC0528_2_2,0
1653,SWC0528_2_3,20
1654,SWC0528_3_1,2
1655,SWC0528_3_2,2
1656,SWC0528_3_3,4
1657,SWC0528_4_1,0
1658,SWC0528_4_2,0
1659,SWC0528_4_3,0
1660,SWC0529_1_1,3
1661,SWC0529_1_2,1
1662,SWC0529_1_3,0
1663,SWC0529_2_1,0
1664,SWC0529_2_2,0
1665,SWC0529_2_3,2
1666,SWC0529_3_1,0
1667,SWC0529_3_2,0
1668,SWC0529_3_3,0
1669,SWC0529_4_1,1
1670,SWC0529_4_2,0
1671,SWC0529_4_3,1
1672,SWC0530_1_1,0
1673,SWC0530_1_2,0
1674,SWC0530_1_3,0
1675,SWC0530_2_1,0
1676,SWC0530_2_2,0
1677,SWC0530_2_3,0
1678,SWC0530_3_1,4
1679,SWC0530_3_2,1
1680,SWC0530_3_3,1
1681,SWC0530_4_1,1
1682,SWC0530_4_2,0
1683,SWC0530_4_3,0
1684,SWC0531_1_1,0
1685,SWC0531_1_2,0
1686,SWC0531_1_3,3
1687,SWC0531_2_1,1
1688,SWC0531_2_2,0
1689,SWC0531_2_3,0
1690,SWC0531_3_1,0
1691,SWC0531_3_2,1
1692,SWC0531_3_3,1
1693,SWC0531_4_1,0
1694,SWC0531_4_2,0
1695,SWC0531_4_3,0
1696,SWC0532_1_1,3
1697,SWC0532_1_2,0
1698,SWC0532_1_3,1
1699,SWC0532_2_1,4
1700,SWC0532_2_2,2
1701,SWC0532_2_3,0
1702,SWC0532_3_1,2
1703,SWC0532_3_2,2
1704,SWC0532_3_3,0
1705,SWC0532_4_1,0
1706,SWC0532_4_2,5
1707,SWC0532_4_3,0
1708,SWC0533_1_1,0
1709,SWC0533_1_2,0
1710,SWC0533_1_3,3
1711,SWC0533_2_1,0
1712,SWC0533_2_2,0
1713,SWC0533_2_3,0
1714,SWC0533_3_1,2
1715,SWC0533_3_2,1
1716,SWC0533_3_3,0
1717,SWC0533_4_1,1
1718,SWC0533_4_2,5
1719,SWC0533_4_3,0
1720,SWC0534_1_1,0
1721,SWC0534_1_2,2
1722,SWC0534_1_3,1
1723,SWC0534_2_1,0
1724,SWC0534_2_2,1
1725,SWC0534_2_3,2
1726,SWC0534_3_1,0
1727,SWC0534_3_2,2
1728,SWC0534_3_3,0
1729,SWC0534_4_1,1
1730,SWC0534_4_2,0
1731,SWC0534_4_3,0
1732,SWC0535_1_1,8
1733,SWC0535_1_2,14
1734,SWC0535_1_3,6
1735,SWC0535_2_1,4
1736,SWC0535_2_2,4
1737,SWC0535_2_3,11
1738,SWC0535_3_1,1
1739,SWC0535_3_2,16
1740,SWC0535_3_3,0
1741,SWC0535_4_1,5
1742,SWC0535_4_2,5
1743,SWC0535_4_3,0
1744,SWC0536_1_1,1
1745,SWC0536_1_2,1
1746,SWC0536_1_3,2
1747,SWC0536_2_1,0
1748,SWC0536_2_2,2
1749,SWC0536_2_3,1
1750,SWC0536_3_1,5
1751,SWC0536_3_2,6
1752,SWC0536_3_3,5
1753,SWC0536_4_1,0
1754,SWC0536_4_2,0
1755,SWC0536_4_3,8
1756,SWC0537_1_1,6
1757,SWC0537_1_2,0
1758,SWC0537_1_3,0
1759,SWC0537_2_1,6
1760,SWC0537_2_2,0
1761,SWC0537_2_3,4
1762,SWC0537_3_1,1
1763,SWC0537_3_2,5
1764,SWC0537_3_3,16
1765,SWC0537_4_1,1
1766,SWC0537_4_2,7
1767,SWC0537_4_3,21
1768,SWC0538_1_1,31
1769,SWC0538_1_2,0
1770,SWC0538_1_3,3
1771,SWC0538_2_1,6
1772,SWC0538_2_2,2
1773,SWC0538_2_3,1
1774,SWC0538_3_1,2
1775,SWC0538_3_2,11
1776,SWC0538_3_3,0
1777,SWC0538_4_1,0
1778,SWC0538_4_2,1
1779,SWC0538_4_3,2
1780,SWC0539_1_1,0
1781,SWC0539_1_2,1
1782,SWC0539_1_3,2
1783,SWC0539_2_1,1
1784,SWC0539_2_2,0
1785,SWC0539_2_3,1
1786,SWC0539_3_1,1
1787,SWC0539_3_2,1
1788,SWC0539_3_3,3
1789,SWC0539_4_1,1
1790,SWC0539_4_2,0
1791,SWC0539_4_3,1
1792,SWC0540_1_1,0
1793,SWC0540_1_2,3
1794,SWC0540_1_3,0
1795,SWC0540_2_1,1
1796,SWC0540_2_2,2
1797,SWC0540_2_3,0
1798,SWC0540_3_1,0
1799,SWC0540_3_2,0
1800,SWC0540_3_3,0
1801,SWC0540_4_1,3
1802,SWC0540_4_2,0
1803,SWC0540_4_3,0
1804,SWC0541_1_1,0
1805,SWC0541_1_2,1
1806,SWC0541_1_3,0
1807,SWC0541_2_1,0
1808,SWC0541_2_2,0
1809,SWC0541_2_3,0
1810,SWC0541_3_1,0
1811,SWC0541_3_2,13
1812,SWC0541_3_3,0
1813,SWC0541_4_1,0
1814,SWC0541_4_2,1
1815,SWC0541_4_3,3
1816,SWC0542_1_1,9
1817,SWC0542_1_2,3
1818,SWC0542_1_3,0
1819,SWC0542_2_1,1
1820,SWC0542_2_2,2
1821,SWC0542_2_3,0
1822,SWC0542_3_1,0
1823,SWC0542_3_2,12
1824,SWC0542_3_3,1
1825,SWC0542_4_1,7
1826,SWC0542_4_2,8
1827,SWC0542_4_3,5
1828,SWC0543_1_1,1
1829,SWC0543_1_2,0
1830,SWC0543_1_3,1
1831,SWC0543_2_1,0
1832,SWC0543_2_2,0
1833,SWC0543_2_3,1
1834,SWC0543_3_1,30
1835,SWC0543_3_2,7
1836,SWC0543_3_3,1
1837,SWC0543_4_1,3
1838,SWC0543_4_2,0
1839,SWC0543_4_3,3
1840,SWC0544_1_1,6
1841,SWC0544_1_2,1
1842,SWC0544_1_3,1
1843,SWC0544_2_1,5
1844,SWC0544_2_2,2
1845,SWC0544_2_3,5
1846,SWC0544_3_1,31
1847,SWC0544_3_2,5
1848,SWC0544_3_3,2
1849,SWC0544_4_1,7
1850,SWC0544_4_2,7
1851,SWC0544_4_3,6
1852,SWC0545_1_1,1
1853,SWC0545_1_2,0
1854,SWC0545_1_3,1
1855,SWC0545_2_1,6
1856,SWC0545_2_2,1
1857,SWC0545_2_3,1
1858,SWC0545_3_1,7
1859,SWC0545_3_2,1
1860,SWC0545_3_3,4
1861,SWC0545_4_1,0
1862,SWC0545_4_2,1
1863,SWC0545_4_3,1
1864,SWC0546_1_1,0
1865,SWC0546_1_2,0
1866,SWC0546_1_3,0
1867,SWC0546_2_1,2
1868,SWC0546_2_2,3
1869,SWC0546_2_3,2
1870,SWC0546_3_1,1
1871,SWC0546_3_2,0
1872,SWC0546_3_3,0
1873,SWC0546_4_1,0
1874,SWC0546_4_2,0
1875,SWC0546_4_3,1
1876,SWC0547_1_1,0
1877,SWC0547_1_2,0
1878,SWC0547_1_3,4
1879,SWC0547_2_1,0
1880,SWC0547_2_2,0
1881,SWC0547_2_3,0
1882,SWC0547_3_1,7
1883,SWC0547_3_2,4
1884,SWC0547_3_3,2
1885,SWC0547_4_1,3
1886,SWC0547_4_2,4
1887,SWC0547_4_3,20
1888,SWC0548_1_1,3
1889,SWC0548_1_2,4
1890,SWC0548_1_3,0
1891,SWC0548_2_1,2
1892,SWC0548_2_2,1
1893,SWC0548_2_3,3
1894,SWC0548_3_1,1
1895,SWC0548_3_2,5
1896,SWC0548_3_3,0
1897,SWC0548_4_1,3
1898,SWC0548_4_2,12
1899,SWC0548_4_3,3
1900,SWC0549_1_1,1
1901,SWC0549_1_2,0
1902,SWC0549_1_3,0
1903,SWC0549_2_1,0
1904,SWC0549_2_2,0
1905,SWC0549_2_3,1
1906,SWC0549_3_1,1
1907,SWC0549_3_2,0
1908,SWC0549_3_3,0
1909,SWC0549_4_1,0
1910,SWC0549_4_2,0
1911,SWC0549_4_3,0
1912,SWC0550_1_1,0
1913,SWC0550_1_2,0
1914,SWC0550_1_3,0
1915,SWC0550_2_1,0
1916,SWC0550_2_2,1
1917,SWC0550_2_3,0
1918,SWC0550_3_1,0
1919,SWC0550_3_2,0
1920,SWC0550_3_3,0
1921,SWC0550_4_1,1
1922,SWC0550_4_2,0
